source_id	target_id
105587	98540
105587	178462
105587	297616
105587	326890
105587	327929
105587	337343
105587	347210
105587	433833
105587	460812
105587	96286
105587	179890
105587	433719
109969	238853
109969	227682
109969	167326
109969	228141
109969	151660
109969	328009
109969	472771
109969	205264
109969	270683
109969	277971
109969	375744
109969	412753
109969	204313
109969	464622
109969	253284
109969	359883
109969	421094
109969	446859
109969	75298
109969	92610
130887	35743
130887	141143
130887	253233
130887	368611
130887	371383
130887	211238
130887	307277
130887	208119
130887	359584
130887	126432
130887	128065
130887	317184
130887	106332
130887	343585
130887	167421
130887	324629
130887	328173
130887	328270
130887	389696
130887	59617
147430	396884
147430	202332
147430	81277
147430	373728
147430	16749
147430	66142
147430	101934
147430	170705
147430	475705
147430	133968
147430	290161
147430	308819
147430	332551
147430	366481
147430	380015
147430	398233
147430	448091
147430	16625
147430	209178
147430	243585
157489	338972
157489	306819
157489	422806
157489	327373
157489	287414
157489	266592
157489	341111
157489	213638
157489	18476
157489	116422
157489	220535
157489	48457
157489	147283
157489	293260
157489	107428
157489	184014
157489	434318
157489	229062
157489	106708
157489	471533
170901	479452
170901	66211
170901	218235
170901	44900
170901	198148
170901	329033
170901	31772
170901	365398
170901	213975
170901	377493
170901	252784
170901	282797
170901	484509
170901	20850
170901	279499
170901	451559
170901	457799
170901	43834
170901	98393
170901	125946
178244	83687
178244	188942
178244	13245
178244	146211
178244	150176
178244	207945
178244	245989
178244	269599
178244	452287
178244	484366
178244	179590
178244	264497
178244	10104
178244	89313
178244	110790
178244	201121
178244	64343
178244	130296
178244	244828
178244	340227
180411	233586
180411	164486
180411	408354
180411	16841
180411	248147
180411	17595
180411	55421
180411	367701
180411	318033
180411	34521
180411	287174
180411	332975
180411	394922
180411	417490
180411	426724
180411	51184
180411	230077
180411	264455
180411	328173
180411	331172
188481	252891
188481	72139
188481	192963
188481	193735
188481	261614
188481	262089
188481	303041
188481	375157
188481	442064
188481	25399
188481	88635
188481	88885
188481	161885
188481	224371
188481	281328
188481	301741
188481	304909
188481	335036
188481	359962
188481	373812
194912	33573
194912	444873
194912	12995
194912	260556
194912	425562
194912	328761
194912	485335
194912	69492
194912	277597
194912	340490
194912	409910
194912	124795
194912	186413
194912	283031
194912	477582
194912	19045
194912	232526
194912	446079
194912	433551
194912	241379
198100	3380
198100	318752
198100	158627
198100	53153
198100	129848
198100	149154
198100	155542
198100	163267
198100	170611
198100	259817
198100	310962
198100	333476
198100	419503
198100	423848
198100	40493
198100	60655
198100	73433
198100	175904
198100	307340
198100	391453
209500	67852
209500	435390
209500	450108
209500	259723
209500	315141
209500	323447
209500	392443
209500	57755
209500	79917
209500	215415
209500	319926
209500	476102
209500	79362
209500	111269
209500	202790
209500	315895
209500	432108
209500	441543
209500	10122
209500	18963
215415	209500
215415	220330
215415	184699
215415	28253
215415	241116
215415	360790
215415	309713
215415	171062
215415	195378
215415	303278
215415	431417
215415	4944
215415	103984
215415	410923
215415	207394
215415	218021
215415	346556
215415	289538
215415	461457
215415	7772
238209	97593
238209	52587
238209	384169
238209	467751
238209	234661
238209	281954
238209	13805
238209	239218
238209	396405
238209	162811
238209	248306
238209	392382
238209	394317
238209	441201
238209	445678
238209	472034
238209	216874
238209	340006
238209	428339
238209	450982
246035	155075
246035	281855
246035	421575
246035	213518
246035	66451
246035	176069
246035	325467
246035	380046
246035	17070
246035	259893
246035	305876
246035	55823
246035	266690
246035	284929
246035	318813
246035	465768
246035	436834
246035	36686
246035	367998
246035	437501
247997	263285
247997	6062
247997	109267
247997	200145
247997	145261
247997	429934
247997	341809
247997	163389
247997	168331
247997	231444
247997	15733
247997	235778
247997	301108
247997	369880
247997	381120
247997	87354
247997	435675
247997	465453
247997	45097
247997	158882
261419	109561
261419	438558
261419	56981
261419	215575
261419	3684
261419	84254
261419	193163
261419	302175
261419	16366
261419	125814
261419	165879
261419	211924
261419	226206
261419	227541
261419	383945
261419	396614
261419	10106
261419	15756
261419	334842
261419	26369
276555	391952
276555	103188
276555	105418
276555	142543
276555	389532
276555	393770
276555	240447
276555	384636
276555	423241
276555	28737
276555	78545
276555	120350
276555	121572
276555	146976
276555	176686
276555	389023
276555	1123
276555	90140
276555	268092
276555	272066
279555	90387
279555	204449
279555	90523
279555	232545
279555	400628
279555	8986
279555	11893
279555	260418
279555	269179
279555	301362
279555	438299
279555	212981
279555	246826
279555	414727
279555	432639
279555	467731
279555	2784
279555	97593
279555	173390
279555	316603
281603	449275
281603	467787
281603	115091
281603	127478
281603	347248
281603	211944
281603	251441
281603	345261
281603	474099
281603	217851
281603	229223
281603	163139
281603	284772
281603	289590
281603	311604
281603	131449
281603	200065
281603	286079
281603	385919
281603	452793
286775	55675
286775	298859
286775	91131
286775	105110
286775	192928
286775	8633
286775	9798
286775	254235
286775	283605
286775	394091
286775	474217
286775	68470
286775	191577
286775	247096
286775	273818
286775	332239
286775	426076
286775	23507
286775	37953
286775	48183
299355	16783
299355	54420
299355	325151
299355	443161
299355	54077
299355	406838
299355	450319
299355	484973
299355	482335
299355	136559
299355	328372
299355	202314
299355	314903
299355	405208
299355	18632
299355	44903
299355	142826
299355	222293
299355	208076
299355	383239
303297	190360
303297	203470
303297	481511
303297	7330
303297	89951
303297	152575
303297	280582
303297	463467
303297	25686
303297	58261
303297	321836
303297	327655
303297	350044
303297	40502
303297	193344
303297	195729
303297	216846
303297	217806
303297	258238
303297	261040
309796	273007
309796	430512
309796	87887
309796	116763
309796	127860
309796	166012
309796	84706
309796	174799
309796	225516
309796	238404
309796	258950
309796	307455
309796	373572
309796	389532
309796	48099
309796	123272
309796	183111
309796	190431
309796	203429
309796	307315
322697	219824
322697	349500
322697	200159
322697	207034
322697	402447
322697	190312
322697	201333
322697	265220
322697	455990
322697	28343
322697	103994
322697	5643
322697	91797
322697	461012
322697	29604
322697	135969
322697	291320
322697	418016
322697	159510
322697	320245
358093	247957
358093	308626
358093	76562
358093	152190
358093	368128
358093	174173
358093	449194
358093	57826
358093	434661
358093	63489
358093	229950
358093	128652
358093	235630
358093	296304
358093	317426
358093	54329
358093	218051
358093	226971
358093	230947
358093	265721
367410	748
367410	231052
367410	455731
367410	68798
367410	16555
367410	168664
367410	270971
367410	485363
367410	116445
367410	365055
367410	95757
367410	113571
367410	154286
367410	192511
367410	328175
367410	385914
367410	403435
367410	468092
367410	2899
367410	34241
373991	53235
373991	343374
373991	50655
373991	61093
373991	257663
373991	289107
373991	297029
373991	474569
373991	52421
373991	100011
373991	267511
373991	394407
373991	23596
373991	41248
373991	172922
373991	213256
373991	417713
373991	80459
373991	205893
373991	221363
378273	29772
378273	84841
378273	128018
378273	420164
378273	64731
378273	108201
378273	102104
378273	167234
378273	103718
378273	65601
378273	101229
378273	11181
378273	439960
378273	296616
378273	395251
378273	238378
378273	247557
378273	324686
378273	57473
378273	76585
397450	316932
397450	8994
397450	72125
397450	118135
397450	187514
397450	93547
397450	212039
397450	216508
397450	27061
397450	136483
397450	146613
397450	480764
397450	23875
397450	43432
397450	48162
397450	74862
397450	318288
397450	322280
397450	368368
397450	428616
400484	36322
400484	51036
400484	10406
400484	292145
400484	239024
400484	230640
400484	287343
400484	431480
400484	191114
400484	203825
400484	248455
400484	266283
400484	271843
400484	320184
400484	404196
400484	408652
400484	1601
400484	94620
400484	209050
400484	320296
402272	257815
402272	162946
402272	180230
402272	118057
402272	132383
402272	204042
402272	248823
402272	374874
402272	423391
402272	97768
402272	209370
402272	214271
402272	372403
402272	33321
402272	52823
402272	80619
402272	98849
402272	176769
402272	204340
402272	222213
408519	163456
408519	200417
408519	47040
408519	29992
408519	404716
408519	96714
408519	336306
408519	88774
408519	414421
408519	164944
408519	306450
408519	459156
408519	356658
408519	12210
408519	29255
408519	100498
408519	134441
408519	226638
408519	42632
408519	47252
430604	61788
430604	197853
430604	65217
430604	151887
430604	311244
430604	197275
430604	100670
430604	110801
430604	301706
430604	421336
430604	457849
430604	468767
430604	45869
430604	58310
430604	84477
430604	101833
430604	110308
430604	139565
430604	160693
430604	190156
453004	126099
453004	401792
453004	413312
453004	129162
453004	295851
453004	211091
453004	413734
453004	7070
453004	123272
453004	209424
453004	238502
453004	311641
453004	363823
453004	169475
453004	226732
453004	459313
453004	16565
453004	33819
453004	74120
453004	94192
454748	482630
454748	117450
454748	312796
454748	313865
454748	194019
454748	70579
454748	158430
454748	260211
454748	340552
454748	6821
454748	39393
454748	87438
454748	137926
454748	250512
454748	326434
454748	441598
454748	444400
454748	485476
454748	8601
454748	35956
462743	382288
462743	477139
462743	235862
462743	99334
462743	245583
462743	194138
462743	210964
462743	291457
462743	33509
462743	92482
462743	172388
462743	461976
462743	380804
462743	171070
462743	275047
462743	350889
462743	195576
462743	340653
462743	359462
462743	74191
464543	351711
464543	411790
464543	143652
464543	237211
464543	244734
464543	319990
464543	357397
464543	410013
464543	448156
464543	86486
464543	157710
464543	325894
464543	454760
464543	30847
464543	127121
464543	137259
464543	182040
464543	387362
464543	412088
464543	417788
